#variable_id,variable_type,variable_name,display_name,aliases,bounds,default_unit_name,question
1644,numerical,"glucagon-like peptide-1, active form",Glucagon-Like Peptide 1,glucagon-like peptide 1  substance|glucagon-like peptide 1|glucagon-like peptide-1|glp-1|glp 1|glucagon like peptide 1,,,
1645,numerical,plasma cells/total cells,Plasma,"plasma  substance|blood plasma|plasmas|plasma, blood|plasma|blood plasma  product|portion of plasma|plasmas, blood|blood plasmas",,,
1646,numerical,hematocrit corrected reticulocytes,Hematocrit procedure,"erythrocyte volume fraction|evf|hematocrit measurement|packed erythrocyte volume|hematocrits|red-cell volumes, packed|haematocrit determination|haematocrit|packed cell volume measurement  procedure|packed erythrocyte volumes|hematocrit|haematocrit - pcv|pcv|erythrocyte volumes, packed|hct - haematocrit|packed red-cell volumes|volumes, packed erythrocyte|hct - hematocrit|packed cell volume measurement|volume, packed red-cell|erythrocyte volume, packed|hematocrit determination  procedure|hematocrit - pcv|volume, packed erythrocyte|hematocrit determination|packed red-cell volume|red-cell volume, packed|whole blood hematocrit test|packed red cell volume|packed cell volume|volumes, packed red-cell|hct|hematocrit level test",,,
1647,numerical,antidiuretic hormone,Vasopressins,adhs|antidiuretic hormones|antidiuretic hormone|beta-hypophamine|adh vasopressin|beta hypophamine|vasopressins|vasopressin  adh|adh|vasopressin,,,
1648,numerical,grass mix pollen antigen ige antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1649,numerical,hypogranular neutrophils,Hypogranularity,,,,
1650,numerical,ret. mean corpuscular hemoglobin,"RET protein, human","multiple endocrine neoplasia and medullary thyroid carcinoma 1 protein, human|ret protein, human|ret protein|tyrosine-protein kinase receptor ret|ret|proto-oncogene tyrosine-protein kinase receptor ret|ret proto-oncogene protein, human|ec 2.7.10.1|hscr1 protein, human|proto-oncogene c-ret|cadherin family member 12|glial cell line derived neurotrophic factor receptor component|hydroxyaryl-protein kinase",,,
1651,numerical,mantoux,Mantoux test,mantoux testing|mantoux tests|mantoux|mantoux test  procedure|mantoux tuberculin skin test|mantoux test,,,
1652,numerical,complement total,Complement Measurement,complement total|ctot|complement measurement,,,
1653,numerical,albumin/total protein,Albumin to Total Protein Ratio Measurement,albumin/total protein|albprot,,,
1654,numerical,chitotriosidase-1,"Chit1 protein, human","chitotriosidase-1|plasma methylumbelliferyl tetra-n-acetylchitotetraoside hydrolase|chitinase-1|chit1 protein, human|chitotriosidase|ec 3.2.1.14|methylumbelliferyl-tetra-n-acetylchitotetraoside hydrolase",,,
1655,numerical,hepatitis e virus igg antibody,Hepatitis E virus IgG,immunoglobulin g antibody to hepatitis e virus|anti-hepatitis e virus igg|immunoglobulin g antibody to hepatitis e virus  substance,,,
1656,numerical,cd3+cd4+,CD3+CD4+ cell,cell positive for cd3 antigen and cd4 antigen  cell|cell positive for cd3 antigen and cd4 antigen,,,
1657,numerical,color,Color,colors  qualifier value|color  observable entity|colors|color  property|colour|color  property   qualifier value|colour  property|color|colours,,,
1658,numerical,eosinophils/leukocytes,Eosinophil to Leukocyte Ratio measurement,eosinophils/leukocytes|eosinophil to leukocyte ratio|eosle,,,
1659,numerical,ribosomal p protein antibody,Ribosomal P protein Antibody,,,,
1660,numerical,macrocytes,Macrocytic erythrocyte,macrocytic erythrocyte  cell|macrocytic red blood cell|megalocyte|macrocytic erythrocyte|macrocyte|macrocytes|megalocytes,,,
1661,numerical,afb stain,Acid Fast Bacillae Staining Method,acid fast staining|acid fast bacillae staining|afb staining|acid fast stain|acid fast bacillae staining method,,,
1662,numerical,beta-2 glycoprotein 1 igm antibody,Anti B2 glycoprotein 1 IgM antibody measurement,apolipoprotein h igm antibody measurement|anti b2 glycoprotein 1 igm antibody measurement|beta-2 glycoprotein 1 igm antibody measurement|apoh igm antibody measurement|beta-2 glycoprotein 1 immunoglobulin m antibody measurement  procedure|beta-2 glycoprotein 1 igm level|b2g1gmab|beta-2 glycoprotein 1 immunoglobulin m antibody measurement|beta-2 glycoprotein 1 igm antibody,,,
1663,numerical,unsaturated iron binding capacity,Unsaturated iron binding capacity measurement,"unsaturated iron binding capacity|ibcu|unsaturated iron binding capacity measurement  procedure|uibc - unsaturated iron binding capacity|iron, percent saturation measurement|unsaturated iron binding capacity measurement|transferrin saturation measurement|iron/total iron binding capacity ratio measurement|iron, percent saturation, calculated",,,
1664,numerical,gastrin,Gastrins,gastrin|gastrins,,,
1665,numerical,smooth muscle igg antibody,Anti smooth muscle antibody IgG level,smooth muscle igg antibody measurement|smuscgab|smooth muscle igg antibody|actin igg antibody|smooth muscle immunoglobulin g antibody measurement  procedure|smooth muscle immunoglobulin g antibody measurement,,,
1666,numerical,creatine kinase bb/total creatine kinase,Creatine Kinase,"creatine phosphokinase  cpk|phosphocreatine kinase|cpk|adenosine triphosphate-creatine transphosphorylase|cpk - creatine phosphokinase|creatine phosphokinase|creatine phosphotransferase, atp|phosphokinase, creatine|ck|kinase, creatine|atp:creatine n-phosphotransferase|creatine kinase  substance|atp:creatine phosphotransferase|atp creatine phosphotransferase|creatine kinase|phosphotransferase, atp creatine|phosphotransferase, adp phosphocreatine|creatine phosphotransferase|adp phosphocreatine phosphotransferase|creatine kinase  ck|phosphocreatine phosphotransferase, adp|ck - creatine kinase",,,
1667,numerical,immunoglobulin g subclass 3,Immunoglobulin IgG3,immunoglobulin g3  igg3|immunoglobulin g3|igg3 - immunoglobulin g3|immunoglobulin g subclass 3|igg3|immunoglobulin igg3|immunoglobulin igg3  substance,,,
1668,numerical,oak white pollen ige,White Oak Pollen IgE Antibody Measurement,c147282|white oak pollen ige antibody,,,
1669,numerical,rapid plasma reagin,Rapid,rapidly  qualifier value|fast  qualifier value|fast|rapidly|quick|rapid|rapid  qualifier value,,,
1670,numerical,cells,Cell Count,"cell numbers|numbers, cell|cells counts|cell counting|cell counts|counts, cell|cell count procedure|cells count|cell count  procedure|cell count|cell number|cells|count, cell|number, cell",,,
1671,numerical,centromere b antibodies,Centromere B Antibody Measurement,cenpb antibody measurement|centromere protein b antibody measurement|centromere b antibodies|centroab,,,
1672,numerical,antimitochondrial antibodies,Antimitochondrial antibody,ama - anti-mitochondrial antibody|mitochondrial antibody|antibodies antimitochondrial|antimitochondrial antibody  substance|antimitochondrial antibody|antibodies mitochondrial,,,
1673,numerical,erythrocyte cell morphology,Erythrocytes,"erythrocytes|cells red blood|blood cells rbc red|rbcs|blood erythrocytes|bloods cells red|red blood cells|corpuscles, red blood|normocyte|blood cell, red|blood corpuscle|erythrocyte, nos|blood corpuscles, red|blood normocyte|rbc - red blood cell|red cell of marrow|reticuloendothelial system, erythrocytes|erythrocyte|blood erythrocytic cell|blood erythrocyte|blood corpuscles red|red blood corpuscle|corpuscle, red blood|marrow erythrocyte|red blood corpuscule|blood red cell|erythrocytic|anucleate erythrocyte|red blood corpuscles|blood cells, red|erythrocytic cells|red blood cell|red cell|red cells|erythrocyte  cell|rbc|blood corpuscle, red",,,
1674,numerical,ubiquitin c,Ubiquitin C,ubiquitin c|polyubiquitin gene product,,,
1675,numerical,immature neutrophils,Immature,immature  qualifier value|prematures|immature|immaturity|premature,,,
1676,numerical,ldh isoenzyme 1,Lactate Dehydrogenase,"ld - lactate dehydrogenase|ldh - lactate dehydrogenase|s -lactate:nad+ oxidoreductase|nad-lactate dehydrogenase|l- + -lactate dehydrogenase|dehydrogenase, l-lactate|lactic acid dehydrogenase|l-lactate dehydrogenase|dehydrogenase lactate|lactate dehydrogenase|lactate dehydrogenases|l lactate dehydrogenase|l-lactic acid dehydrogenase|ldh|lactate dehydrogenase  substance|ec 1.1.1.27|l-lactate dehydrogenase  substance|dehydrogenase, lactate",,,
1677,numerical,hemoglobin a2,Hemoglobin A2,"hemoglobin a>2<|a2, hemoglobin|hb alpha>2< delta>2<|hemoglobin a>2<  substance|hemoglobin a<sub>2</sub>  substance|hemoglobin a2  substance|hb a2 - haemoglobin a2|haemoglobin a<sub>2</sub>|hemoglobin a<sub>2</sub>|haemoglobin a2|haemoglobin a>2<|hb a2 - hemoglobin a2|2 hemoglobin|hemoglobin a2|hb alpha2 delta2|hb alpha<sub>2</sub> delta<sub>2</sub>",,,
1678,numerical,oat cultivated pollen ige,Avena sativa,"avena sativa  organism|cultivated oats|cultivated oat|oats, cultivated|wild oats|avena sativa|oat, cultivated|avena sativa whole",,,
1679,numerical,collagen type iv,Collagen Type IV,"collagen iv|collagen type iv  substance|collagen, type iv|collagen type iv|type iv collagen|type iv  basement membrane  collagen",,,
1680,numerical,hla-dr antigen type,HLA-DR Antigens,"human leukocyte antigen dr|hla-dr antigens|hla dr antigen|antigens, hla-dr|hla dr|hla-dr|hla-dr antigen|human leukocyte antigen - dr isotype|hla-dr antigen, nos|hla-dr - human leukocyte antigen dr|human leukocyte antigen-dr isotype|human leucocyte antigen dr|hla dr antigens|human leukocyte antigen dr  substance|hla-dr - human leucocyte antigen dr",,,
1681,numerical,antinuclear igg antibody,Antinuclear IgG Antibody Measurement,antinuclear igg antibody|anaiggab,,,
1682,numerical,nettle pollen ige,Urtica dioica,"urtica dioica  organism|nettle stinging|great nettle|dioica, urtica|urtica dioicas|stinging nettle|nettle, stinging|nettle|urtica dioica|stinging nettles|nettles, stinging",,,
1683,numerical,german cockroach antigen ige antibody,German language,deu|german language|german language  qualifier value|german,,,
1684,numerical,histone antibodies,Histone antibody,anti-histone antibody|histone antibody|anti-histone antibody  substance|histone ab|antibodies histone|anti histone antibodies,,,
1685,numerical,epithelial casts,Epithelial-Cast Measurement,csepi|epithelial-cast measurement|epithelial casts,,,
1686,numerical,ox-eye daisy pollen lge ab,Pollen,"pollens|pollen|pollen grains|pollen  substance|grain, pollen|grains, pollen|pollen grain",,,
1687,numerical,estrone,estrone,"1,3,5 10 -estratrien-3-ol-17-one|estrona|oestrone|estrogens/estrone|estronum|estrone  substance|product containing estrone  medicinal product|estrone|estra-1,3,5 10 -trien-17-one, 3-hydroxy-|estrone preparation|estrone-containing product|estrones|follicular hormone|3-hydroxyestra-1,3,5 10 -trien-17-one|3-hydroxy-1,3,5 10 -estratrien-17-one|e1 - estrone|estrone  e1",,,
1688,numerical,apolipoprotein ciii,apolipoprotein C-III,apolipoprotein c-iii|apolipoprotein c iii|apolipoprotein c-iii  substance|apolipoprotein ciii|apo c iii|apo c-iii,,,
1689,numerical,gonadotropin releasing hormone,gonadorelin,"gonadorelin|grh - gonadotrophin releasing hormone|gonadotropin releasing factor-containing product|gonadotropin releasing factor|gonadorelin  substance|fsh releasing hormone|fshrf preparation|grh - gonadotropin releasing hormone|lh-releasing hormone|gonadotropin-releasing hormone|lh-rh|gnrh  gonadotropin releasing hormone|gonadorelinum|fsh/rf|fsh-releasing hormone|follicle stimulating hormone releasing factor  frf   fsh/rf|luliberin|product containing gonadorelin  medicinal product|lh-rf|gnrh - gonadotrophin releasing hormone|gnrh - gonadotropin releasing hormone|lhrh - luteinising hormone releasing hormone|luteinizing hormone-releasing factor|gn rh|releasing hormone, lhfsh|luteinizing hormone releasing factor  lhrf   lh/rf|lhrh|luteinizing hormone releasing factor preparation|lh/rf|luteinising hormone-releasing factor|follicle stimulating hormone-releasing factor|gonadoréline|lh-fsh rh|gonadotropin-releasing factor|gonadorelin hormone|luteinising hormone releasing hormone|lfrh|lhfshrh|gonadotrophin releasing factor|5-oxopro-his-trp-ser-tyr-gly-leu-arg-pro-gly-nh2  human or pig|gonadotropin rh|lhrf preparation|follicle stimulating hormone releasing factor preparation|gonadorelina|gonadotrophin releasing hormone|gonadotrophin releasing factor preparation|lhrf|grf  gonadotropin releasing factor|lh-fsh releasing hormone|gonadotropin-releasing hormones|lh releasing hormone|gn-rh|gonadotropin releasing factor  grf|lh fsh releasing hormone|luteinizing hormone releasing factor|grf preparation|grh|frf|gnrh|lhfsh releasing hormone|gonadorelin-containing product|hoe- 471|gonadotropin releasing factor  substance|product containing gonadotropin releasing factor  product|gonadotropin releasing factor preparation|grf|luteinizing hormone-releasing hormone|lrf|luteotropin-releasing factor|follicle stimulating hormone releasing factor|lhrh - luteinizing hormone releasing hormone|gonadoliberin|gonadotropin releasing hormone|luteinizing hormone releasing hormone",,,
1690,numerical,epstein-barr nuclear antigen 1 igg ab,Epstein-Barr Nuclear Antigen 1 IgG Ab Measurement,epstein-barr nuclear antigen 1 igg ab|ebn1igab,,,
1691,numerical,acid phosphatase,Acid Phosphatase,acid phosphohydrolase|phosphate-monoester phosphohydrolase  acid optimum|acid phosphatase  substance|phosphomonoesterase|glycerophosphatase|acid phosphomonoester hydrolase|orthophosphoric-monoester phosphohydrolase  acid optimum|acid monophosphatase|acid phosphatase|acp - acid phosphatase|acid nucleoside diphosphate phosphatase|acid phosphomonoesterase|ec 3.1.3.2,,,
1692,numerical,opiate,Opiate Assay,"opiates|opiate measurement|opiates, nos|opiate",,,
1693,numerical,little-leaf linden pollen ige ab,Plant Leaves,"leaf, plant|plant leaves|plant leaf|plant leave|leaves, nos|folium|leaves, plant|leaves  substance|leave, plant|leaf|leaves",,,
1694,numerical,streptolysin o antibody,Antistreptolysin O titer,aso titer test|test antistreptolysin o titer|aso - antistreptolysin o antibody titre|streptolysin o antibody|antistreptolysin o test|test aso|antistreptolysin o titer|antistreptolysin o titers|antistreptolysin titre|streptolysin o antibody measurement|antistreptolysin-o  aso  test|antistreptolysin o titre|aso - antistreptolysin o antibody titer|aso test|antistreptolysin o titer  procedure|antistreptolysin-o test  procedure|antistreptolysin-o test|antistreptolysin o|aso titre test|strploab,,,
1695,numerical,mcv reticulocytes,Molluscum contagiosum virus,molluscum contagiosum viruses|mcv|mocv|molluscum contagiosum virus|molluscum contagiosum subgroup virus|molluscum contagiosum virus  organism,,,
1696,numerical,mycoplasma pneumophila igg antibody,Mycoplasma pneumophila,mycoplasma pneumophila,,,
1697,numerical,cd3-/16+56/lymphocytes,CD3 Antigens,"cd3 molecule|leucocyte 4|pan t-cell marker|cd3 antigen|ucht-1 - university college hospital t-cell-1|t3 antigens|cluster of differentiation antigen 3|antigens, cd3|ortho kung t3|antigens, t3|t3 complex|cd3 complex|lymphocyte antigen cd3|lymphocyte antigen cd3  substance|t3 antigen|antigen, cd3|okt3 - ortho kung t3|okt3 antigen|t-cell lineage 3|t3 molecule|cd3 - cluster of differentiation antigen 3|cd3 antigens|university college hospital t-cell-1|cd3|leukocyte 4|t-cell surface glycoprotein cd3|t3 - t-cell lineage 3|antigen, t3",,,
1698,numerical,igg igm iga total,immunoglobulin G,"immunoglobulin g  substance|immunoglobulin igg, nos|immunoglobulin igg|immunoglobulin g  igg|g immunoglobulins|immunoglobulin g|igg|7s gamma globulin|gamma globulin, 7s",,,
1699,numerical,retinol binding protein,vitamin A,retinol|retinol  substance|vitamin a preparations|vitamin a preparation|vitamin a usp|retinol-containing product|product containing retinol  medicinal product|retinol  vit a|retinols|viatmin a|vit a|a vitamin|vitamin-a|vitamin a,,,
1700,numerical,sodium excretion rate,sodium,"na|sodium 23|na - sodium|sodium|sodium, nos|na sodium|sodium  substance|sodium-23|sodium  nos|na element",,,
1701,numerical,neutrophilic myelocytes/leukocytes,neutrophilic,,,,
1702,numerical,periostin,"POSTN protein, human","osf-2 protein, human|postn protein, human|osteoblast-specific factor 2, human|periostin protein, human|osf-2|periostin, osteoblast specific factor, human|pn|periodontal ligament-specific periostin|osteoblast-specific factor 2|periostin",,,
1703,numerical,reticulocyte distribution width,Reticulocytes,marrow reticulocyte|polychromatophilic erythrocyte|blood reticulocyte|diffusely basophilic erythrocyte|reticulocyte|cells reticulocytes|reticulocyte  cell|reticulocytes,,,
1704,numerical,nitrate + nitrite,Nitrates,"nitrate salt|nitrate salt  substance|nitrate salts|nitrates|nitrate|nitrate salt, nos",,,
1705,numerical,myelo immunofixation impression 1,Immunofixation electrophoresis,immunofixation electrophoresis  procedure|immunofixation electrophoresis  ife|immunofixation|ife|immunofixation electrophoresis,,,
1706,numerical,serine protease 3 igg antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1707,numerical,islet cell 512 antibody,Islets of Langerhans,"langerhans islands|nesidioblasts|islands langerhans|insulae pancreaticae|pancreatic insula|islet, pancreatic|cells, islet|islet cell|langerhans islets|islets of langerhans|islet cells|set of pancreatic islets|islets langerhans|islet pancreatic|pancreas, endocrine|pancreatic islets|islet of langerhans|pancreatic islets set|islet langerhans|endocrine pancreatic structure  body structure|islet langerhan|cells islets|islands of langerhans|islets langerhans of|endocrine pancreatic structure|islets langerhan|cell islet|human pancreatic islet cells|pars endocrina pancreatis|nesidioblast|cells islet|cell islets|pancreas endocrine|islets, pancreatic|cell, islet|endocrine pancreas|pancreatic islet",,,
1708,numerical,cyclic citrullinated peptide antibody,Cyclical,cyclical|cyclic  qualifier value|cyclic,,,
1709,numerical,echinococcus antibody,Genus: Echinococcus,"echinococcus, nos|echinococcus|echinococcus species|worm hydatid|genus echinococcus  organism|hydatid worm|genus echinococcus",,,
1710,numerical,factor viii activity,Factor VIII Activity Measurement,factor viii activity|anti-hemophilic factor activity|fctviiia,,,
1711,numerical,tyrosine crystals,tyrosine,"s -tyrosine|s - - -tyrosine|4-hydroxy-l-phenylalanine|s -3- p-hydroxyphenyl alanine|tyr|tyrosinum|product containing tyrosine  medicinal product|s -alpha-amino-4-hydroxybenzenepropanoic acid|- -α-amino-p-hydroxyhydrocinnamic acid|l tyrosine|s -2-amino-3- 4-hydroxy-phenyl propanoic acid|para tyrosine|tyrosine,  l|l-tyrosin|s -2-amino-3- p-hydroxyphenyl propionic acid|tyrosine, l isomer|tirosina|tyrosine, l-isomer|y|l-phenylalanine, 4-hydroxy-|para-tyrosine|l-tyrosine|tyrosine  substance|tyrosine|tyrosine  tyr|tyrosine-containing product|s -α-amino-4-hydroxybenzenepropanoic acid|2s -2-amino-3- 4-hydroxyphenyl propanoic acid",,,
1712,numerical,japanese hop antigen ige antibody,Japanese language,jpn|japanese|japanese language|japanese language  qualifier value,,,
1713,numerical,anti-nucleosome antibody,Anti-Nucleosome Antibody Measurement,anti-nucleosome antibody|anuab,,,
1714,numerical,factor ii,prothrombin,"factor, differentiation reversal|factor ii  prothrombin|blood-coagulation factor ii|blood coagulation factor ii|differentiation reversal factor|prothrombin factor ii|factor ii prothrombin|prothrombin|coagulation factor ii  substance|factor ii|factor ii, coagulation|ii, coagulation factor|coagulation factor ii",,,
1715,numerical,butyrate,Butyrates,butyrates|butyrate,,,
1716,numerical,echinococcus granulosus igg antibody,Echinococcus granulosus,unilocular hydatid|echinococcus granulosus g1 strain|echinococcus granulosus sheep strain|echinococcus granulosus tasmanian sheep strain|echinococcus granulosus s. s.|hyper tapeworm|echinococcus granulosus buffalo strain|echinococcus granulosus g2 strain|echinococcus granulosus  organism|echinococcus granulosus g3 strain|hydatid worm|echinococcus granulosus|echinococcus granulosus sensu stricto,,,
1717,numerical,hiv-1/2 antibody + hiv-1 p24 antigen,HIV-1/2 Antibody and HIV-1 p24 Antigen Measurement,hiv12p24|hiv-1/2 antibody + hiv-1 p24 antigen,,,
1718,numerical,amphetamine,amphetamine,"phenamine|amfetamine|benzeneethanamine, alpha-methyl-,  +- -|product containing amfetamine  medicinal product|amfetamine  substance|desoxynorephedrin|rac- 2r -1-phenylpropan-2-amine|α-methylbenzeneethaneamine|dl-amphetamine|α-methylphenethylamine|amfetamina|amfetamine-containing product|amfetaminum|1-phenylpropan-2-amine|d,1-alpha- methylphenethylamine|beta-aminopropylbenzene|amphetamine|β-aminopropylbenzene|rac-amphetamine|desoxynorephedrine|amphetamine, nos|amphetamine-containing product|phenylaminopropane|phenopromin|1-phenyl-2-aminopropane|dl-alpha-methylphenethylamine|speed|alpha-methylbenzeneethaneamine",,,
1719,numerical,influenza a/b antigen,Influenza A/B Antigen Measurement,infabag|influenza a/b antigen,,,
1720,numerical,lupus anticoagulant sensitive aptt,Lupus Coagulation Inhibitor,"lupus anticoagulant|lupus anticoagulant  substance|antiphospholipid anticoagulant|anticoagulant, lupus|coagulation inhibitor, lupus|anticoagulant lupus|anticoagulants lupus|lupus coagulation inhibitor|lupus anticoagulant, nos|la - lupus anticoagulant|inhibitor, lupus coagulation",,,
1721,numerical,acetaminophen,acetaminophen,"hydroxyacetanilide|acmp|p-acetamidophenol|p-hydroxy-acetanilid|4-acetamidophenol|4'-hydroxyacetanilide|acetaminofén|acetaminophen|acenol|product containing paracetamol  medicinal product|paracetamol  substance|apap|p-acetaminophenol|n- 4-hydroxyphenyl acetamide|n-acetyl-p-aminophenol|paracetamol|4-hydroxyacetanilide|acetaminophen-containing product|paracétamol|paracetamol-containing product|n- 4-hydroxyphenyl acetanilide|4- acetylamino phenol|acetamide, n- 4-hydroxyphenyl -|p-hydroxyacetanilide|acetamidophenol|acetominophen|p-acetylaminophenol|paracetamolum",,,
1722,numerical,alpha-2 globulin/total protein,Alpha-2 Globulin to Total Protein Ratio Measurement,alpha-2 globulin/total protein|globa2pt,,,
1723,numerical,unspecified cells,Count of Unspecified Cells,unspce|unspecified cells,,,
1724,numerical,goat willow pollen ige ab,Salix caprea,"willow, goat|salix caprea|goat willows|goat willow|willows, goat",,,
1725,numerical,plasmacytoid lymphocytes/lymphocytes,Lymphoplasmacytoid Cell,lymphoplasmacytoid cell|plasmacytoid lymphocyte|plasmacytoid cell|plasmacytoid cell  morphologic abnormality,,,
1727,numerical,phosphate/creatinine,Phosphate/Creatinine,creatinine phosphate|phosphate/creatinine,,,
1728,numerical,p100 polymyositis-scleroderma autoag ab,"SILV protein, human","melanocyte protein mel 17|premelanosome protein, human|silver like|gp100|pmel17 protein, human|95 kda melanocyte-specific secreted glycoprotein|pmel17|p100|si|melanocyte lineage-specific antigen gp100|melanocyte protein pmel17|melanosomal matrix protein17|premelanosome protein|me20 antigen, human|me20-m/me20-s|me20 protein, human|melanocyte protein 17|silv protein, human|melanocyte protein pmel 17|me20m/me20s|silv|pmel|silver locus protein homolog|me20-m|melanocyte protein mel17|melanocytes lineage-specific antigen gp100|me20m|pmel 17 protein, human|melanoma-associated me20 antigen|melanocyte protein pmel|silver homolog|silver homolog  mouse  protein, human|p1|melanocyte protein mel 17, human|pmel protein, human|sil|me20",,,
1729,numerical,"neutrophils, segmented/leukocytes",neutrophil,"cells pmn|polymorphonuclear neutrophils|blood pmn|polymorphonuclear neutrophil|marrow neutrophil|neutrophil leucocyte|polymorph|polymorphonuclear cell|blood neutrophil|pmn|neutrophilic leukocyte|neutrophilic granulocyte|neutrophil leukocyte|heterophile leucocyte|polymorphonuclear leucocyte|polymorphonuclear leukocyte|pmn - polymorphonuclear leucocyte|neutrophile|pmn cell|polymorphonuclear cells|blood segmented neutrophil|neutrophil|leukocyte, polymorphonuclear|polymorphonuclear leukocytes|neutrophils|polymorphs|heterophil granulocyte|leukocytes, polymorphonuclear|pmn - polymorphonuclear leukocyte",,,
1730,numerical,neutrophilic myelocytes,Neutrophilic Myelocyte Count,neutmy|neutrophilic myelocytes,,,
1731,numerical,rough pigweed pollen ige ab,Rough endoplasmic reticulum,"endoplasmic reticulum, granular|rer|rough er|ergastoplasm|rough endoplasmic reticulum|rough endoplasmic reticulum  rer|granular endoplasmic reticulum  cell structure|endoplasmic reticulum, rough|granular endoplasmic reticulum  ger|rough-surfaced endoplasmic reticulum|granular endoplasmic reticulum, nos|granular endoplasmic reticulum|ger, nos|reticulum endoplasmicum granulosum|ger|rer  rough endoplasmic reticulum",,,
1732,numerical,prothrombin fragments 1 + 2,Prothrombin fragment 1.2 assay,prothrombin fragments 1 and 2 measurement|prothrombin fragment 1.2 assay|ptf1_2|prothrombin fragment 1.2 assay  procedure|prothrombin fragments 1 + 2|prothrombin fragment 1.2,,,
1733,numerical,hepatitis a virus igm antibody,Hepatitis A Virus Antibody IgM Measurement,hepatitis a virus antibody igm measurement|hepatitis a virus igm antibody|haigmab,,,
1734,numerical,cellularity,Cellular,cellular|cellularity measurement|cellularity|cellularity grade,,,
1735,numerical,non-hdl cholesterol,Non-high density lipoprotein cholesterol (substance),non-high density lipoprotein cholesterol|non-high density lipoprotein cholesterol  substance|non-hdl cholesterol,,,
1736,numerical,basophils/total cells,Basophil to Total Cell Ratio Measurement,basoce|basophils/total cells,,,
1737,numerical,regulatory t-cell/leukocytes,Regulatory T-Lymphocytes,"t-cells, regulatory|regulatory t lymphocytes|regulatory t-lymphocytes|t-lymphocytes, regulatory|regulatory t-lymphocyte|treg cell|t-lymphocyte, regulatory|t lymphocytes, regulatory|regulatory t-cells|regulatory t cell|treg cells|cell, treg|t cells, regulatory|cells, treg|regulatory t cells",,,
1738,numerical,hsv igm antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1739,numerical,dna sequence change 2,DNA Sequence,"dna sequences|dna sequence|dna sequencing|sequences|sequences, dna|sequence|sequence, dna",,,
1740,numerical,interferon gamma,Recombinant Interferon-gamma,"gamma interferon  gen|interferon gamma|ginterferon|gamma interferon-sch|gamma-interferon|recombinant interferon gamma|ifn-g|interferon gamma  bio|interferon, gamma",,,
1741,numerical,d. farinae antigen ige antibody,Dermatophagoides farinae Antigen IgE Antibody Measurement,d. farinae antigen ige antibody|c130132,,,
1742,numerical,ldl cholesterol/hdl cholesterol,LDL Cholesterol to HDL Cholesterol Ratio Measurement,ldl cholesterol/hdl cholesterol|ldlhdl,,,
1743,numerical,smudge cells,Smudge cell,smudge cell|smudge cells|smudge cell  morphologic abnormality,,,
1744,numerical,herpes simplex virus 1 igg antibody,Herpes simplex virus 1 IgG,anti-herpes simplex virus 1 igg|immunoglobulin g antibody to herpes simplex virus 1  substance|immunoglobulin g antibody to herpes simplex virus 1,,,
1745,numerical,arachis hypogaea antigen ige antibody,Arachis hypogaea Antigen IgE Antibody Measurement,arachis hypogaea antigen ige antibody|c147276|peanut antigen ige antibody,,,
1746,numerical,timothy grass pollen ige,Phleum,"phleum|timothy|grasses, timothy|phleum  organism|phleums|phleum  plant|grass, timothy|timothy grasses|timothy grass",,,
1747,numerical,cellular casts,Cellular casts (finding),cellular casts  finding|cellular casts|cellular cast,,,
1748,numerical,factor ii prothrombin gene mutation,prothrombin,"factor, differentiation reversal|factor ii  prothrombin|blood-coagulation factor ii|blood coagulation factor ii|differentiation reversal factor|prothrombin factor ii|factor ii prothrombin|prothrombin|coagulation factor ii  substance|factor ii|factor ii, coagulation|ii, coagulation factor|coagulation factor ii",,,
1749,numerical,epstein-barr early antigen,Epstein-Barr virus,"eb virus|mononucleosis infectious virus|human herpesvirus 4  organism|herpesvirus 4  gamma , human|ebv|e-b virus|human herpesvirus 4|human herpesvirus 4 group|epstein-barr virus|e-b viruses|lymphocryptovirus|infectious mononucleosis viruses|human gammaherpesvirus 4|burkitts lymphoma virus|mononucleosis viruses, infectious|hhv-4|burkitt's lymphoma virus|herpesvirus 4, human|burkitt herpesvirus|herpesvirus, burkitt|epstein barr virus|infectious mononucleosis virus|epstein-barr virus ebv|e b virus|virus-epstein-barr|epstein-barr virus,  ebv|ebv - epstein-barr virus|epstein barr virus  ebv|human  gamma  herpes virus 4|lymphoma virus, burkitt|burkitt lymphoma virus|human herpesvirus type 4|mononucleosis virus, infectious",,,
1750,numerical,unclassified casts,Unclassified general adjectival modifiers,not classified|unclassified|unclassified  qualifier value,,,
1751,numerical,"antiglobulin test, direct",Coombs Test,"antihuman globulin consumption test|tests, antiglobulin consumption|antiglobulin tests|test coombs|coombs testing|consumption test, antiglobulin|test, antiglobulin|coombs|coomb's test|test, coombs'|test, antiglobulin consumption|anti human globulin test technique|test, coombs|consumption tests, antiglobulin|coombs' test|antiglobulin consumption test|antiglobulin consumption tests|anti human globulin test technique  qualifier value|coombs test|tests, antiglobulin|anti human globulin test|coomb test|antiglobulin test",,,
